date,hospital,ed_arrivals,day_of_week,month,year,is_weekend,set,ed_arrivals_train,ed_arrivals_test,ed_arrivals_pred
2023-05-24,MHN Boston General,2,2,5,2023,0,train,2.0,,
2023-05-30,MHN Boston General,1,1,5,2023,0,train,1.0,,
2023-05-31,MHN Boston General,4,2,5,2023,0,train,4.0,,
2023-06-02,MHN Boston General,1,4,6,2023,0,train,1.0,,
2023-06-05,MHN Boston General,1,0,6,2023,0,train,1.0,,
2023-06-06,MHN Boston General,1,1,6,2023,0,train,1.0,,
2023-06-07,MHN Boston General,1,2,6,2023,0,train,1.0,,
2023-06-09,MHN Boston General,1,4,6,2023,0,train,1.0,,
2023-06-10,MHN Boston General,1,5,6,2023,1,train,1.0,,
2023-06-11,MHN Boston General,1,6,6,2023,1,train,1.0,,
2023-06-15,MHN Boston General,3,3,6,2023,0,train,3.0,,
2023-06-17,MHN Boston General,1,5,6,2023,1,train,1.0,,
2023-06-19,MHN Boston General,1,0,6,2023,0,train,1.0,,
2023-06-21,MHN Boston General,1,2,6,2023,0,train,1.0,,
2023-06-22,MHN Boston General,1,3,6,2023,0,train,1.0,,
2023-06-23,MHN Boston General,1,4,6,2023,0,train,1.0,,
2023-06-29,MHN Boston General,1,3,6,2023,0,train,1.0,,
2023-06-30,MHN Boston General,1,4,6,2023,0,train,1.0,,
2023-07-03,MHN Boston General,1,0,7,2023,0,train,1.0,,
2023-07-08,MHN Boston General,2,5,7,2023,1,train,2.0,,
2023-07-11,MHN Boston General,1,1,7,2023,0,train,1.0,,
2023-07-13,MHN Boston General,2,3,7,2023,0,train,2.0,,
2023-07-14,MHN Boston General,1,4,7,2023,0,train,1.0,,
2023-07-15,MHN Boston General,1,5,7,2023,1,train,1.0,,
2023-07-16,MHN Boston General,1,6,7,2023,1,train,1.0,,
2023-07-17,MHN Boston General,1,0,7,2023,0,train,1.0,,
2023-07-18,MHN Boston General,1,1,7,2023,0,train,1.0,,
2023-07-20,MHN Boston General,1,3,7,2023,0,train,1.0,,
2023-07-25,MHN Boston General,1,1,7,2023,0,train,1.0,,
2023-07-29,MHN Boston General,1,5,7,2023,1,train,1.0,,
2023-07-31,MHN Boston General,1,0,7,2023,0,train,1.0,,
2023-08-04,MHN Boston General,1,4,8,2023,0,train,1.0,,
2023-08-06,MHN Boston General,2,6,8,2023,1,train,2.0,,
2023-08-08,MHN Boston General,1,1,8,2023,0,train,1.0,,
2023-08-12,MHN Boston General,1,5,8,2023,1,train,1.0,,
2023-08-13,MHN Boston General,1,6,8,2023,1,train,1.0,,
2023-08-17,MHN Boston General,1,3,8,2023,0,train,1.0,,
2023-08-20,MHN Boston General,1,6,8,2023,1,train,1.0,,
2023-08-24,MHN Boston General,3,3,8,2023,0,train,3.0,,
2023-08-25,MHN Boston General,1,4,8,2023,0,train,1.0,,
2023-09-01,MHN Boston General,1,4,9,2023,0,train,1.0,,
2023-09-02,MHN Boston General,1,5,9,2023,1,train,1.0,,
2023-09-05,MHN Boston General,1,1,9,2023,0,train,1.0,,
2023-09-07,MHN Boston General,1,3,9,2023,0,train,1.0,,
2023-09-08,MHN Boston General,1,4,9,2023,0,train,1.0,,
2023-09-09,MHN Boston General,2,5,9,2023,1,train,2.0,,
2023-09-10,MHN Boston General,1,6,9,2023,1,train,1.0,,
2023-09-14,MHN Boston General,2,3,9,2023,0,train,2.0,,
2023-09-20,MHN Boston General,1,2,9,2023,0,train,1.0,,
2023-09-22,MHN Boston General,1,4,9,2023,0,train,1.0,,
2023-09-25,MHN Boston General,1,0,9,2023,0,train,1.0,,
2023-09-26,MHN Boston General,1,1,9,2023,0,train,1.0,,
2023-09-30,MHN Boston General,1,5,9,2023,1,train,1.0,,
2023-10-06,MHN Boston General,2,4,10,2023,0,train,2.0,,
2023-10-12,MHN Boston General,1,3,10,2023,0,train,1.0,,
2023-10-19,MHN Boston General,1,3,10,2023,0,train,1.0,,
2023-10-23,MHN Boston General,1,0,10,2023,0,train,1.0,,
2023-10-24,MHN Boston General,1,1,10,2023,0,train,1.0,,
2023-10-25,MHN Boston General,1,2,10,2023,0,train,1.0,,
2023-10-26,MHN Boston General,1,3,10,2023,0,train,1.0,,
2023-10-27,MHN Boston General,1,4,10,2023,0,train,1.0,,
2023-10-30,MHN Boston General,2,0,10,2023,0,train,2.0,,
2023-10-31,MHN Boston General,1,1,10,2023,0,train,1.0,,
2023-11-03,MHN Boston General,1,4,11,2023,0,train,1.0,,
2023-11-05,MHN Boston General,1,6,11,2023,1,train,1.0,,
2023-11-07,MHN Boston General,2,1,11,2023,0,train,2.0,,
2023-11-15,MHN Boston General,1,2,11,2023,0,train,1.0,,
2023-11-19,MHN Boston General,1,6,11,2023,1,train,1.0,,
2023-11-21,MHN Boston General,1,1,11,2023,0,train,1.0,,
2023-11-23,MHN Boston General,1,3,11,2023,0,train,1.0,,
2023-11-26,MHN Boston General,1,6,11,2023,1,train,1.0,,
2023-12-06,MHN Boston General,1,2,12,2023,0,train,1.0,,
2023-12-11,MHN Boston General,1,0,12,2023,0,train,1.0,,
2023-12-18,MHN Boston General,1,0,12,2023,0,train,1.0,,
2023-12-20,MHN Boston General,1,2,12,2023,0,train,1.0,,
2023-12-23,MHN Boston General,1,5,12,2023,1,train,1.0,,
2024-01-04,MHN Boston General,1,3,1,2024,0,train,1.0,,
2024-01-06,MHN Boston General,1,5,1,2024,1,train,1.0,,
2024-01-09,MHN Boston General,1,1,1,2024,0,train,1.0,,
2024-01-12,MHN Boston General,1,4,1,2024,0,train,1.0,,
2024-01-15,MHN Boston General,3,0,1,2024,0,train,3.0,,
2024-01-22,MHN Boston General,1,0,1,2024,0,train,1.0,,
2024-01-23,MHN Boston General,1,1,1,2024,0,train,1.0,,
2024-01-25,MHN Boston General,1,3,1,2024,0,train,1.0,,
2024-01-30,MHN Boston General,1,1,1,2024,0,train,1.0,,
2024-02-09,MHN Boston General,1,4,2,2024,0,train,1.0,,
2024-02-10,MHN Boston General,1,5,2,2024,1,train,1.0,,
2024-02-12,MHN Boston General,1,0,2,2024,0,train,1.0,,
2024-02-17,MHN Boston General,1,5,2,2024,1,train,1.0,,
2024-02-18,MHN Boston General,1,6,2,2024,1,train,1.0,,
2024-02-19,MHN Boston General,1,0,2,2024,0,train,1.0,,
2024-02-25,MHN Boston General,3,6,2,2024,1,train,3.0,,
2024-03-01,MHN Boston General,2,4,3,2024,0,train,2.0,,
2024-03-02,MHN Boston General,1,5,3,2024,1,train,1.0,,
2024-03-04,MHN Boston General,1,0,3,2024,0,train,1.0,,
2024-03-08,MHN Boston General,1,4,3,2024,0,train,1.0,,
2024-03-14,MHN Boston General,1,3,3,2024,0,train,1.0,,
2024-03-15,MHN Boston General,1,4,3,2024,0,train,1.0,,
2024-03-18,MHN Boston General,1,0,3,2024,0,train,1.0,,
2024-03-26,MHN Boston General,1,1,3,2024,0,train,1.0,,
2024-03-27,MHN Boston General,1,2,3,2024,0,train,1.0,,
2024-03-28,MHN Boston General,1,3,3,2024,0,train,1.0,,
2024-04-08,MHN Boston General,1,0,4,2024,0,train,1.0,,
2024-04-10,MHN Boston General,1,2,4,2024,0,train,1.0,,
2024-04-16,MHN Boston General,2,1,4,2024,0,train,2.0,,
2024-04-22,MHN Boston General,1,0,4,2024,0,train,1.0,,
2024-04-23,MHN Boston General,2,1,4,2024,0,train,2.0,,
2024-04-25,MHN Boston General,1,3,4,2024,0,train,1.0,,
2024-04-26,MHN Boston General,2,4,4,2024,0,train,2.0,,
2024-04-27,MHN Boston General,2,5,4,2024,1,train,2.0,,
2024-04-29,MHN Boston General,2,0,4,2024,0,train,2.0,,
2024-05-02,MHN Boston General,1,3,5,2024,0,train,1.0,,
2024-05-03,MHN Boston General,1,4,5,2024,0,train,1.0,,
2024-05-06,MHN Boston General,2,0,5,2024,0,train,2.0,,
2024-05-09,MHN Boston General,2,3,5,2024,0,train,2.0,,
2024-05-11,MHN Boston General,2,5,5,2024,1,train,2.0,,
2024-05-14,MHN Boston General,1,1,5,2024,0,train,1.0,,
2024-05-17,MHN Boston General,1,4,5,2024,0,train,1.0,,
2024-05-18,MHN Boston General,1,5,5,2024,1,train,1.0,,
2024-05-22,MHN Boston General,1,2,5,2024,0,train,1.0,,
2024-05-24,MHN Boston General,1,4,5,2024,0,train,1.0,,
2024-05-29,MHN Boston General,1,2,5,2024,0,train,1.0,,
2024-05-30,MHN Boston General,1,3,5,2024,0,train,1.0,,
2024-05-31,MHN Boston General,1,4,5,2024,0,train,1.0,,
2024-06-01,MHN Boston General,1,5,6,2024,1,train,1.0,,
2024-06-06,MHN Boston General,1,3,6,2024,0,train,1.0,,
2024-06-18,MHN Boston General,1,1,6,2024,0,train,1.0,,
2024-06-19,MHN Boston General,1,2,6,2024,0,train,1.0,,
2024-06-23,MHN Boston General,2,6,6,2024,1,train,2.0,,
2024-06-24,MHN Boston General,1,0,6,2024,0,train,1.0,,
2024-07-02,MHN Boston General,1,1,7,2024,0,train,1.0,,
2024-07-04,MHN Boston General,1,3,7,2024,0,train,1.0,,
2024-07-06,MHN Boston General,1,5,7,2024,1,train,1.0,,
2024-07-08,MHN Boston General,2,0,7,2024,0,train,2.0,,
2024-07-10,MHN Boston General,1,2,7,2024,0,train,1.0,,
2024-07-13,MHN Boston General,1,5,7,2024,1,train,1.0,,
2024-07-14,MHN Boston General,1,6,7,2024,1,train,1.0,,
2024-07-18,MHN Boston General,2,3,7,2024,0,train,2.0,,
2024-07-19,MHN Boston General,1,4,7,2024,0,train,1.0,,
2024-07-20,MHN Boston General,1,5,7,2024,1,train,1.0,,
2024-07-30,MHN Boston General,1,1,7,2024,0,train,1.0,,
2024-08-01,MHN Boston General,2,3,8,2024,0,train,2.0,,
2024-08-02,MHN Boston General,1,4,8,2024,0,train,1.0,,
2024-08-08,MHN Boston General,1,3,8,2024,0,train,1.0,,
2024-08-09,MHN Boston General,1,4,8,2024,0,train,1.0,,
2024-08-10,MHN Boston General,1,5,8,2024,1,train,1.0,,
2024-08-12,MHN Boston General,1,0,8,2024,0,train,1.0,,
2024-08-13,MHN Boston General,1,1,8,2024,0,train,1.0,,
2024-08-15,MHN Boston General,1,3,8,2024,0,train,1.0,,
2024-08-16,MHN Boston General,2,4,8,2024,0,train,2.0,,
2024-09-05,MHN Boston General,1,3,9,2024,0,train,1.0,,
2024-09-06,MHN Boston General,1,4,9,2024,0,train,1.0,,
2024-09-15,MHN Boston General,1,6,9,2024,1,train,1.0,,
2024-09-17,MHN Boston General,1,1,9,2024,0,train,1.0,,
2024-09-18,MHN Boston General,1,2,9,2024,0,train,1.0,,
2024-09-19,MHN Boston General,1,3,9,2024,0,train,1.0,,
2024-09-20,MHN Boston General,1,4,9,2024,0,train,1.0,,
2024-09-22,MHN Boston General,2,6,9,2024,1,train,2.0,,
2024-09-24,MHN Boston General,1,1,9,2024,0,train,1.0,,
2024-09-27,MHN Boston General,1,4,9,2024,0,train,1.0,,
2024-09-28,MHN Boston General,2,5,9,2024,1,train,2.0,,
2024-09-29,MHN Boston General,1,6,9,2024,1,train,1.0,,
2024-10-08,MHN Boston General,1,1,10,2024,0,train,1.0,,
2024-10-13,MHN Boston General,1,6,10,2024,1,train,1.0,,
2024-10-14,MHN Boston General,1,0,10,2024,0,train,1.0,,
2024-10-18,MHN Boston General,1,4,10,2024,0,train,1.0,,
2024-10-21,MHN Boston General,1,0,10,2024,0,train,1.0,,
2024-10-22,MHN Boston General,1,1,10,2024,0,train,1.0,,
2024-10-30,MHN Boston General,3,2,10,2024,0,train,3.0,,
2024-11-03,MHN Boston General,1,6,11,2024,1,train,1.0,,
2024-11-04,MHN Boston General,1,0,11,2024,0,train,1.0,,
2024-11-08,MHN Boston General,2,4,11,2024,0,train,2.0,,
2024-11-11,MHN Boston General,1,0,11,2024,0,train,1.0,,
2024-11-15,MHN Boston General,1,4,11,2024,0,train,1.0,,
2024-11-16,MHN Boston General,1,5,11,2024,1,train,1.0,,
2024-11-18,MHN Boston General,1,0,11,2024,0,train,1.0,,
2024-11-25,MHN Boston General,1,0,11,2024,0,train,1.0,,
2024-11-26,MHN Boston General,2,1,11,2024,0,train,2.0,,
2024-11-28,MHN Boston General,1,3,11,2024,0,train,1.0,,
2024-12-02,MHN Boston General,1,0,12,2024,0,train,1.0,,
2024-12-07,MHN Boston General,1,5,12,2024,1,train,1.0,,
2024-12-12,MHN Boston General,1,3,12,2024,0,train,1.0,,
2024-12-15,MHN Boston General,1,6,12,2024,1,train,1.0,,
2024-12-23,MHN Boston General,1,0,12,2024,0,test,,1.0,1.0
2024-12-24,MHN Boston General,1,1,12,2024,0,test,,1.0,2.0
2024-12-25,MHN Boston General,1,2,12,2024,0,test,,1.0,1.0
2024-12-26,MHN Boston General,1,3,12,2024,0,test,,1.0,1.0
2024-12-27,MHN Boston General,2,4,12,2024,0,test,,2.0,1.0
2024-12-28,MHN Boston General,1,5,12,2024,1,test,,1.0,1.0
2024-12-31,MHN Boston General,1,1,12,2024,0,test,,1.0,1.0
